index,c_inst_name_code,c_inst_code,c_inst_addr_type_code,c_inst_addr_begin_year,c_inst_addr_end_year,c_inst_addr_id,inst_xcoord,inst_ycoord,c_source,c_pages,c_notes,c_secondary_source_author
41,21,39,1,,,8612,0.0,0.0,27842.0,221,Temple ID 140258 Location: 陽朔縣治北; Founding: 宋景定中,
42,21,40,1,,,6536,0.0,0.0,27842.0,221,Temple ID 140371 Location: 保山縣靈鷲山; Founding: 蒙氏时; Other: 元泰定中重建，俗称大寺,
43,21,41,1,,,6815,0.0,0.0,27842.0,221,Temple ID 140446 Location: 餘慶縣南,
44,21,42,1,,,0,0.0,0.0,27842.0,221,Temple ID 140461 Location: 天柱縣南門外; Founding: 明初; Other: 初名天平寺，后今名，一名兴宝祥林,
45,22,43,1,,,18267,0.0,0.0,9599.0,14004,元代釋大訢28415居杭州報國寺,
46,22,44,1,,,7800,0.0,0.0,27842.0,221,Temple ID 140152 Location: 建寧縣，金鏡山; Founding: 五代梁，龙德中,
47,22,45,1,,,7196,0.0,0.0,27842.0,221,Temple ID 140387 Location: 彌勤縣西,
48,23,46,1,,,0,0.0,0.0,9599.0,14038,元代釋文信113093居石湖寶華禪寺,
49,24,47,1,,,16814,0.0,0.0,9599.0,14126,元代釋妙文113180居大都寶集寺,
50,25,48,1,,,18341,0.0,0.0,9599.0,14237,元代釋紹大113284居義烏雲黃山寶林禪寺,
51,26,49,1,,,18349,0.0,0.0,9599.0,14001,"元代釋大同113061居會稽之景德寺,寶林寺",
52,26,50,1,,,0,0.0,0.0,9599.0,14187,元代釋洪益113238居石龍山寶林寺,
53,26,51,1,,,7538,0.0,0.0,27842.0,228,Temple ID 138557 Location: 府城西北隅; Founding: 元至正中，丹明,
54,26,52,1,,,7697,0.0,0.0,27842.0,228,Temple ID 138558 Location: 無為州西; Founding: 唐垂拱二年,
55,26,53,1,,,18341,0.0,0.0,27842.0,228,Temple ID 139543 Location: 義烏縣雲黃山; Founding: 梁大通中，博大士,
56,26,54,1,,,8238,0.0,0.0,27842.0,228,Temple ID 139786 Location: 應山縣北; Other: 明洪武中，正觉寺赐名,
57,26,55,1,,,8246,0.0,0.0,27842.0,229,Temple ID 139827 Location: 棗陽縣東，光化縣南; Founding: 明宣德中宋代; Other: 由二个寺而来,
58,27,56,1,,,18405,0.0,0.0,9599.0,14352,元代釋慧曇113397居集慶保寧寺,
59,27,57,1,,,8295,0.0,0.0,27842.0,213,Temple ID 139865 Location: 瀏縣江鄉; Other: 唐长髭居此,
60,28,58,1,,,17871,0.0,0.0,9599.0,14379,元代釋覺慧113424居寶寧寺,
61,28,59,1,,,7276,0.0,0.0,27842.0,227,Temple ID 138548 Location: 蟸縣治西南隅; Other: 明洪武中重建,
62,29,60,1,,,18325,0.0,0.0,9599.0,9403,from L.Walton: SYXA:supp.bie 3.55a2,
63,29,3015,1,1119.0,,12809,118.4049,29.14485,38278.0,314,多个出處:宋代書院與宋代學術之關係P314;元代書院之地理分佈P377;中國古代的書院制度P51;中國書院制度考略P21.,
64,30,61,1,,,18323,0.0,0.0,9599.0,14008,元代釋子文113066居慶元路寶雲寺,
65,31,62,1,,,18267,0.0,0.0,9599.0,14055,元代釋可觀113110居杭州褒忠衍福寺,
66,32,63,1,,,18294,0.0,0.0,9599.0,14135,元代釋妙聲113188居本郡北禪寺; Temple ID 138314 Location: 長洲縣治東北; Founding: 晋载顒舍宅,
67,33,64,1,,,18339,0.0,0.0,,,"from L.Walton: Wu Shidao in He Beishan yiji fulu, 4.23a-24a",
68,33,3301,1,1243.0,,18953,119.6468,27.08866,38278.0,320,,
69,34,65,1,,,16974,0.0,0.0,,,"from L.Walton: Su Tianjue, 3.5a-6b [Zhonghua ed., 2.32-34]",
70,35,66,1,,,18455,0.0,0.0,,,from L.Walton: 大明一統志 76:9a (4699);,
71,35,67,1,,,18517,0.0,0.0,,,"from L.Walton: Tianxia, p.733",
72,35,3718,1,1346.0,,18474,118.3238,27.03886,38280.0,381,,
73,36,68,1,,,18415,0.0,0.0,9599.0,7669,"from L.Walton: SYXA:supp. 82.224b-225a; 大明一統志 15.6a; 陶安, 陶學士集 [-SKQS], 20.8b-9b",
74,37,69,1,,,17989,0.0,0.0,9599.0,14298,元代釋圓護113343居雲南蒼山寺,
75,38,70,1,,,18539,0.0,0.0,,,"from L.Walton: 大明一統志 54.8b; Tianxia, p.523",
76,39,71,1,,,17789,0.0,0.0,,,"from L.Walton: Li Qi, Yunyang ji [e-SKQS], 10.5b-6b [Inscription on Caotang Academy's Library]",
77,39,3211,1,1181.0,,0,118.2402,28.6796,38278.0,306,多个出處:宋代書院與宋代學術之關係P306;江西古代書院研究P108.,
78,40,72,1,,,17441,0.0,0.0,9599.0,3238,"from L.Walton: Cheng Jufu, Cheng Xuelou wenji [NCL Yuandai zhenben ed., 1960], 15.7b-8a",
79,41,73,1,,,18349,0.0,0.0,9599.0,14031,元代釋元瀞113086居長慶寺,
80,42,74,1,,,18401,0.0,0.0,9599.0,4953,"from L.Walton: Tianxia, 5.41a; inscription by Ji Hou, 41a-42b; 大明一統志 50.7b",
81,43,75,1,,,17446,0.0,0.0,9599.0,1060,元代王志謹101222居居汴梁朝元 宮,
82,44,76,1,,,18234,0.0,0.0,9599.0,7999,,
83,45,77,1,,,18438,0.0,0.0,,,"from L.Walton: Fuzhou fuzhi, 11.34b; 大明一統志 74.9b",
84,45,3189,1,1181.0,,0,112.9781,28.1982,38278.0,322,多个出處:宋代書院與宋代學術之關係P322;元代書院之地理分佈P385.,
85,45,3217,1,1181.0,,0,119.9523,31.78278,38282.0,30,,
86,45,3471,1,1300.0,,18267,120.1686,30.29412,38280.0,372,,
87,45,3724,1,1348.0,,18773,112.597,26.90162,,,,
88,46,78,1,,,18294,0.0,0.0,9599.0,14267,元代釋普明113313居吳中承天寺,
89,46,79,1,,,7489,0.0,0.0,27842.0,104,Temple ID 138772 Location: 州城內; Founding: 元代; Other: 城内又有宝积寺,
90,46,80,1,,,7122,0.0,0.0,27842.0,104,Temple ID 139402 Location: 寧朔縣西; Founding: 宋代夏人,
91,46,81,1,,,8264,0.0,0.0,27842.0,104,Temple ID 139799 Location: 江陵縣西北; Founding: 晋永和中; Other: 洪迈客斋四笔有记,
92,46,82,1,,,8226,0.0,0.0,27842.0,104,Temple ID 139841 Location: 黃崗縣南; Other: 苏轼夜游记,
93,46,83,1,,,8681,0.0,0.0,27842.0,104,Temple ID 139977 Location: 灌縣東南; Other: 俗名马祖寺，有马祖灵骨塔,
94,47,84,1,,,16814,0.0,0.0,9599.0,14339,元代釋德謙113384居大都崇恩寺,
95,47,85,1,,,18183,0.0,0.0,9599.0,13970,元代釋定113031居崇恩寺,
96,48,86,1,,,0,0.0,0.0,9599.0,14380,元代釋顯示113425居崇恩演福教寺,
97,49,87,1,,,18372,0.0,0.0,9599.0,14116,元代釋行英113170居處州崇福寺,
98,49,88,1,,,7495,0.0,0.0,27842.0,116,Temple ID 138626 Location: 朔州車門內; Founding: 辽，统和中; Other: 唐，高宗麟德之太师府，金天德二年今名,
99,49,89,1,,,8052,0.0,0.0,27842.0,116,Temple ID 138627 Location: 昌邑縣南,
100,49,90,1,,,8182,0.0,0.0,27842.0,116,Temple ID 138628 Location: 商城縣西北; Founding: 始建不详; Other: 旧名龙泉寺，明成化中今名,
101,49,91,1,,,7624,0.0,0.0,27842.0,117,Temple ID 139466 Location: 石門縣西; Founding: 梁，天熙二年; Other: 本名常乐寺，宋天禧二年今名，近有广福寺，祗园寺，俱天监中建立,
102,49,92,1,,,7928,0.0,0.0,27842.0,117,Temple ID 139701 Location: 州治南; Founding: 晋代; Other: 初宝宝林寺，宋祥符中今名,
103,49,93,1,,,8304,0.0,0.0,27842.0,117,Temple ID 139853 Location: 安化縣浮泥山; Founding: 宋熙宁中; Other: 历代名僧驻此,
104,49,94,1,,,8779,0.0,0.0,27842.0,117,Temple ID 140012 Location: 儀隴縣治西; Founding: 宋绍兴中,
105,49,95,1,,,8834,0.0,0.0,27842.0,117,Temple ID 140088 Location: 廳南水中山; Founding: 明洪武中; Other: 一名定水寺,
106,49,96,1,,,7834,0.0,0.0,27842.0,117,Temple ID 140105 Location: 晉江縣東北隅; Founding: 五代陈洪进,
107,50,97,1,,,18300,0.0,0.0,9599.0,14074,元代釋永真113129居吳江崇福永樂寺,
108,51,98,1,,,16814,0.0,0.0,9599.0,14159,元代釋定演113211居大都崇國寺,
109,52,99,1,,,17443,0.0,0.0,9599.0,14153,元代釋宗明113206居隨州崇寧萬壽寺,
110,53,100,1,,,17598,0.0,0.0,,,"from L.Walton: Su Tianjue, 2.18-19 [Zhonghua ed.]",
111,54,101,1,,,0,0.0,0.0,9599.0,10186,,
112,54,3733,1,1352.0,,16784,115.3922,35.73618,38280.0,398,,
113,54,3734,1,1353.0,,17013,115.1383,36.24564,38282.0,50,多个出處:中國古代的書院制度P50;中國書院制度考略P20.,
114,55,102,1,,,18397,0.0,0.0,9599.0,9606,from L.Walton: Sun 33 (Jiangxi #105); 大明一統志 50.7b; SYXA 78.6a; SYXA supp 78.38b,
115,56,103,1,,,18300,0.0,0.0,9599.0,1944,,
116,56,104,1,,,18267,0.0,0.0,9599.0,5909,,
117,56,105,1,,,18291,0.0,0.0,9599.0,8290,,
118,56,3439,1,1269.0,,13178,120.4187,30.53045,38278.0,310,多个出處:宋代書院與宋代學術之關係P310;元代書院之地理分佈P373;中國古代的書院制度P29.,
119,57,106,1,,,0,0.0,0.0,9599.0,13724,,
120,58,107,1,,,18326,0.0,0.0,9599.0,780,"from L.Walton: Yanyou, 14.30a-39a",
121,58,108,1,,,18403,0.0,0.0,9599.0,5872,"from L.Walton: Wei Su, Shuoxue zhaigao [e-SKQS], 1.18a-19b; 大明一統志 50.7b; Jiangxi tongzhi (UCB), 22.24b; Raozhou fuzhi, 7.24a",
122,58,3391,1,1279.0,,17557,116.6743,30.12354,,,,
123,59,109,1,,,18267,0.0,0.0,9599.0,14117,元代釋行修113171居杭州慈修護聖禪院,
124,60,110,1,,,17216,0.0,0.0,9599.0,14260,元代釋惠珏113306居臨州慈雲寺,
125,60,111,1,,,7581,0.0,0.0,27842.0,85,Temple ID 138743 Location: 清河縣清江浦; Founding: 雍正十三年奉旨兴修; Other: 乾隆四年龙藏全部下赐,
126,60,112,1,,,7477,0.0,0.0,27842.0,85,Temple ID 138744 Location: 五臺縣五臺山; Other: 古名慈云社,
127,60,113,1,,,8069,0.0,0.0,27842.0,85,Temple ID 138745 Location: 膠州治西; Founding: 唐大顺一年,
128,60,114,1,,,8192,0.0,0.0,27842.0,85,Temple ID 138746 Location: 巩縣青龍山; Founding: 汉明帝时摩腾、竺法兰,
129,60,115,1,,,7601,0.0,0.0,27842.0,85,Temple ID 139429 Location: 府城內頭號市蒼; Founding: 唐李泌兴元二年; Other: 旧名甘露寺，祥符中今名,
130,60,116,1,,,7622,0.0,0.0,27842.0,85,Temple ID 139463 Location: 嘉善縣治西北; Founding: 唐代; Other: 旧名保安寺，宋代今名,
131,60,117,1,,,7932,0.0,0.0,27842.0,86,Temple ID 139683 Location: 贛縣東; Founding: 梁卢光稠; Other: 始名延寿。祥符中今名，元末毁，洪武中重建,
132,60,118,1,,,8303,0.0,0.0,27842.0,86,Temple ID 139847 Location: 湘鄉縣治南; Founding: 唐天宝中,
133,60,119,1,,,8295,0.0,0.0,27842.0,86,Temple ID 139848 Location: 瀏縣北大川山; Founding: 唐寿树禅师,
134,61,120,1,,,17989,0.0,0.0,9599.0,14079,元代釋玄堅113134居雲南大德寺,
135,61,121,1,,,7227,0.0,0.0,27842.0,152,Temple ID 138433 Location: 任邱縣大務村; Founding: 金太和三年; Other: 明嘉靖中重修，别有贤寺、吉灵寺,
136,61,122,1,,,8935,0.0,0.0,27842.0,152,Temple ID 140400 Location: 城西拜佛臺山下,
137,62,123,1,,,18294,0.0,0.0,9599.0,14362,元代釋餘澤113407居吳之大弘教寺,
138,63,124,1,,,0,0.0,0.0,9599.0,13977,元代釋益113037居大洪濟寺,
139,64,125,1,,,16814,0.0,0.0,9599.0,14365,元代釋膽巴113410居大護國仁王寺,
140,65,126,1,,,18330,0.0,0.0,,,"from L.Walton: Dade, 2.13a-b; Zhizheng, 8.7b-8a; Yanyou, 14.25a-29b",
141,65,3451,1,1273.0,,100125,121.7117,29.9537,38277.0,11;34,"多个出處:中國古代書院發展史P11,34;宋代書院與宋代學術之關係P312;元代書院之地理分佈P375.",
142,65,3596,1,1300.0,,18358,120.6532,28.01829,38282.0,51,多个出處:中國古代的書院制度P51;中國書院制度考略P21.,
143,66,127,1,,,17617,0.0,0.0,9599.0,14179,元代釋法喜113230居邠州大開元寺,
144,67,128,1,,,18405,0.0,0.0,9599.0,14004,元代釋大訢28415居大龍翔集慶寺,
145,68,129,1,,,18323,0.0,0.0,9599.0,14105,元代釋至明113160居四明大梅寺,
146,69,130,1,,,17132,0.0,0.0,9599.0,14199,元代釋海印113250居居鄒縣大明 禪院,
147,70,131,1,,,18325,0.0,0.0,,,"from L.Walton: Zhejiang tongzhi, 27.11a; Ningbo fu jianyao zhi, 2.5b",
148,71,132,1,,,18317,0.0,0.0,9599.0,6345,"from L.Walton: Wu Cheng, 20.25b-26a; 大明一統志 15.6a",
149,71,3392,1,1264.0,,18415,118.4834,31.55569,38278.0,333,多个出處:宋代書院與宋代學術之關係P333;元代書院之地理分佈P404.,
150,72,133,1,,,18426,0.0,0.0,9599.0,5168,"from L.Walton: SYXA 84.6a17; 73.13b15; 89.10a3; Jiangxi tongzhi, 82.2a-b",
151,72,3016,1,1119.0,,12785,119.6499,29.10471,38282.0,30,,
152,72,3410,1,1268.0,,12882,116.903259,28.40443,38279.0,114;225,,
153,73,134,1,,,18460,0.0,0.0,9599.0,9637,,
154,73,3356,1,1242.0,,100099,114.350571,25.399954,38277.0,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P310;江西古代書院研究P112,227.",
155,74,135,1,,,16814,0.0,0.0,9599.0,14009,元代釋子安113067居大都大慶壽寺,
156,75,136,1,,,18405,0.0,0.0,9599.0,14379,元代釋覺慧113424居大天界寺,
157,75,137,1,,,3077,0.0,0.0,9599.0,13998,元代釋力金113058居南京大天界寺,
158,76,138,1,,,18462,0.0,0.0,,,"from L.Walton: Tianxia, 924-930",
159,77,139,1,,,18325,0.0,0.0,9599.0,2598,元代呂虛夷102593居居象山大瀛 海道院,
160,78,140,1,,,17097,0.0,0.0,9599.0,14114,元代釋行全113169居兗州布金山大雲寺,
161,78,141,1,,,7454,0.0,0.0,27842.0,145,Temple ID 138405 Location: 縣北; Other: 一名冷泉寺,
162,78,142,1,,,7422,0.0,0.0,27842.0,146,Temple ID 138406 Location: 黎城縣龍耳山,
163,78,143,1,,,7430,0.0,0.0,27842.0,146,Temple ID 138407 Location: 泌水縣磕山; Founding: 元魏初; Other: 一名大云禅院，唐景福初今名,
164,78,144,1,,,8007,0.0,0.0,27842.0,146,Temple ID 138408 Location: 嶧縣西北; Other: 唐天宝中永安寺，宋宣各中严公寺，金大定中今名,
165,78,145,1,,,7977,0.0,0.0,27842.0,146,Temple ID 138409 Location: 府城南; Other: 明景泰中移建，有唐李邕大去禅院碑记,
166,78,146,1,,,8959,0.0,0.0,27842.0,146,Temple ID 138410 Location: 州治西; Other: 旧名西严院元至正中今名,
167,78,147,1,,,7667,0.0,0.0,27842.0,146,Temple ID 139565 Location: 麗水縣北; Founding: 五代,
168,78,148,1,,,8601,0.0,0.0,27842.0,146,Temple ID 140557 Location: 馬平縣仙跡山; Founding: 唐代; Other: 山下有天宁寺（灵泉寺）,
169,79,149,1,,,17348,0.0,0.0,9599.0,14155,元代釋宗衍113207居嘉禾德藏寺,
170,80,150,1,,,18328,0.0,0.0,,,"from L.Walton: Ningbo fuzhi, 9.472",
171,81,151,1,,,0,0.0,0.0,9599.0,14064,元代釋正印113119居澱山寺,
172,82,152,1,,,18320,0.0,0.0,9599.0,5660,"from L.Walton: Huang Jin, 7 shang: 265-266; He Menggui, 8.8b-10a; Fang Hui, 35.4b-5b.",
173,83,153,1,,,18426,0.0,0.0,9599.0,10562,from L.Walton: SYXA 84.6b11;supp.84.29a9; 大明一統志 51.6b; Jiangxi tongzhi 82.3a,
174,84,154,1,,,0,0.0,0.0,9599.0,14241,元代釋處林113288居大慈山定慧禪寺,
175,85,155,1,,,18294,0.0,0.0,9599.0,14323,元代釋與恭113368居吳郡定惠寺,
176,86,156,1,,,18326,0.0,0.0,9599.0,14152,元代釋來復113205居慈溪之定水院,
177,86,157,1,,,18347,0.0,0.0,9599.0,14133,元代釋妙源53291居紹興定水院,
178,87,158,1,,,17148,0.0,0.0,,,"from L.Walton: Cheng Jufu, Cheng xuelou wenji (Yuandai zhenben NCL 1960 ed), 13.16b-17b",
179,88,159,1,,,0,0.0,0.0,9599.0,8983,,
180,89,160,1,,,18753,0.0,0.0,,,from L.Walton: SYXA:supp.bie 3.23b3; 大明一統志 63.14a,
181,90,161,1,,,18495,0.0,0.0,9599.0,943,from L.Walton: 大明一統志 49.9b,
182,90,162,1,,,18324,0.0,0.0,9599.0,16670,"from L.Walton: Zhizheng, 8.13a-b [inscription by Cheng Duanxue, Weizhai ji, 4.1a-2b, SMCS ed]; Dardess, Conf & Autocracy, p.40",
183,90,163,1,,,18284,0.0,0.0,,,from L.Walton: 大明一統志 40.11b,
184,90,3017,1,1119.0,,100228,118.5899,24.90964,38282.0,30,,
185,91,164,1,,,17655,0.0,0.0,,,"from L.Walton: Wei Su, 4.7b-9a",
186,91,2980,1,1119.0,,14287,110.3579,20.00817,38278.0,329,多个出處:宋代書院與宋代學術之關係P329;元代書院之地理分佈P393.,
187,91,3633,1,1309.0,,18307,119.9523,31.78278,38280.0,390,多个出處:元代書院之地理分佈P390;中國古代的書院制度P51;中國書院制度考略P21.,
188,92,165,1,,,18659,0.0,0.0,,,"from L.Walton: Liu Boji, Guangdong shuyuanzhidu (1958; 1978), 15; 大明一統志 82.22b",
189,93,166,1,,,17268,0.0,0.0,,,"from L.Walton: Yu Ji, 8.6a-7b",
190,94,167,1,,,18427,0.0,0.0,,,from L.Walton: SYXA:supp. 84.20b6; SR I.137; Guangxin fuzhi [Tongzhi 12] 42.24b,
191,95,168,1,,,18427,0.0,0.0,,,from L.Walton: 大明一統志 51.6b,
192,96,169,1,,,18378,0.0,0.0,9599.0,12820,,
193,97,170,1,,,18326,0.0,0.0,,,"from L.Walton: Zhizheng, 8.9b-10a; Cen Anqing 岑安卿, Kaolao shanren shiji 栲栳山人詩集 [SKCS ed.]  xia, 5b-6b, ""Sending Off Du Islet Hea大明一統志aster Liu Gongfu"" 送杜洲山長劉公輔",
194,98,171,1,,,18352,0.0,0.0,9599.0,15033,"from L.Walton: Zhejiang tongzhi (e-SKQS ed.), 27.33a",
195,99,172,1,,,18370,0.0,0.0,9599.0,14026,元代釋元湛113082居黃巖州法輪院,
196,100,173,1,,,18395,0.0,0.0,,,from L.Walton: YR II.1245,
197,101,174,1,,,18289,0.0,0.0,9599.0,14100,元代釋自恢113155居海鹽之法喜寺,
198,101,175,1,,,7539,0.0,0.0,27842.0,216,Temple ID 138936 Location: 吳江縣東; Founding: 后唐长兴一年; Other: 初名崇福寺，宋大中祥符一年今额,
199,101,176,1,,,7626,0.0,0.0,27842.0,217,Temple ID 139473 Location: 海監縣西南; Founding: 吴孙权吴夫人舍宅; Other: 旧名通元寺，宋祥 符一个今额,
200,102,177,1,,,16913,0.0,0.0,9599.0,14205,元代釋祖進113255居封崇寺,
201,102,178,1,,,7296,0.0,0.0,27842.0,214,Temple ID 138591 Location: 行唐縣治北; Founding: 北齐，天保七年; Other: 宋祥符初今名,
202,103,179,1,,,17618,0.0,0.0,9599.0,14156,元代釋宗偉113208居奉恩寺,
203,104,180,1,,,16941,0.0,0.0,,,"from L.Walton: Yuan Jue, 18.4b-5a",
204,105,181,1,,,16976,0.0,0.0,9599.0,6696,"from L.Walton: Xu Zi, 85-86; Tianxia, 8.1a-2b",
205,105,2896,1,1119.0,,13570,118.1813,25.06059,38284.0,49,,
206,105,2897,1,1229.0,,13809,109.6225,31.40613,38280.0,394,多个出處:元代書院之地理分佈P394;四川書院史P26.,
207,105,3319,1,1230.0,,100179,114.971275,27.103239,38277.0,12;35,"多个出處:中國古代書院發展史P12,35;宋代書院與宋代學術之關係P302;江西古代書院研究P112,227.",
208,105,3619,1,1296.0,,18762,113.3433,27.00403,38280.0,385,,
209,106,182,1,,,17989,0.0,0.0,9599.0,14080,元代釋玄鑑113135居雲南佛嚴寺,
210,107,183,1,,,18327,0.0,0.0,9599.0,14034,元代釋天倫113089居定海縣佛巖寺,
211,108,184,1,,,18300,0.0,0.0,9599.0,23,"from L.Walton: Dai Liang, 6.79-80; Liu Guan, 14.30b-34b; 大明一統志 8.9",
212,109,185,1,,,0,0.0,0.0,9599.0,14048,元代釋以假113103居白雲山福林院,
213,110,186,1,,,17002,0.0,0.0,9599.0,14036,元代釋文侃113091居安陽三泉福勝院,
214,111,187,1,,,18255,0.0,0.0,9599.0,13974,元代釋英35299居陽山福嚴精舍,
215,112,188,1,,,18296,0.0,0.0,9599.0,14108,元代釋至訥113163居崑山福嚴寺,
216,112,189,1,,,7464,0.0,0.0,27842.0,205,Temple ID 139129 Location: 洪洞縣東南; Founding: 宋治平二年; Other: 一名鹿苑寺,
217,112,190,1,,,8942,0.0,0.0,27842.0,205,Temple ID 139130 Location: 臨潼縣麗山; Founding: 唐开元中; Other: 石瓮寺，宋代改名,
218,112,191,1,,,9026,0.0,0.0,27842.0,205,Temple ID 139131 Location: 褒城縣南; Other: 金华寺,
219,112,192,1,,,8250,0.0,0.0,27842.0,205,Temple ID 139825 Location: 光化縣東,
220,112,193,1,,,8325,0.0,0.0,27842.0,205,Temple ID 139908 Location: 衡山縣祝融峰; Other: 唐太宗赐御书梵经二十卷，今亡,
221,113,194,1,,,18286,0.0,0.0,9599.0,14233,元代釋清珙53506居嘉興當湖之福源寺,
222,114,195,1,,,17961,0.0,0.0,9599.0,11123,元代趙110437居後居甘州山寺,
223,115,196,1,,,18531,0.0,0.0,9599.0,4119,"from L.Walton: Cheng Jufu, Cheng xuelou wenji [Yuandai zhenben ed], 11.13b-14b; Jiangxi tongzhi [1881 ed.], 81.27a-b",
224,116,197,1,,,18533,0.0,0.0,,,from L.Walton: ,
225,117,198,1,,,18193,0.0,0.0,9599.0,2736,from L.Walton: 大明一統志 45.10a; Zhejiang tongzhi 27.22b; SYXA:supp.70.78b1,
226,117,3597,1,1300.0,,18395,116.6638,28.99417,38282.0,51,多个出處:中國古代的書院制度P51;中國書院制度考略P21.,
227,118,199,1,,,18267,0.0,0.0,9599.0,13972,元代釋尚113033居杭州高麗寺,
